hour,solar_cf,wind_cf
129,0.4995,0.0306
130,0.5932,0.0242
131,0.6481,0.0207
132,0.633,0.0196
133,0.599,0.0207
134,0.5874,0.0242
135,0.4614,0.0306
136,0.2978,0.0404
137,0.0678,0.0542
138,0.0,0.0723
139,0.0,0.094
140,0.0,0.1177
141,0.0,0.1411
142,0.0,0.1609
143,0.0,0.1743
144,0.0,0.179
145,0.0,0.1743
146,0.0,0.1609
147,0.0,0.1411
148,0.0,0.1177
149,0.0,0.094
150,0.0,0.0723
151,0.0674,0.0542
152,0.3024,0.0404
153,0.4924,0.0306
154,0.6736,0.0242
155,0.6522,0.0207
156,0.6855,0.0196
157,0.6316,0.0207
158,0.6075,0.0242
159,0.4874,0.0306
160,0.2648,0.0404
161,0.0616,0.0542
162,0.0,0.0723
163,0.0,0.094
164,0.0,0.1177
165,0.0,0.1411
166,0.0,0.1609
167,0.0,0.1743
168,0.0,0.179
169,0.0,0.1743
170,0.0,0.1609
171,0.0,0.1411
172,0.0,0.1177
173,0.0,0.094
174,0.0,0.0723
175,0.0615,0.0542
176,0.2946,0.0404
177,0.4908,0.0306
178,0.6332,0.0242
179,0.6042,0.0207
180,0.6313,0.0196
181,0.6833,0.0207
182,0.5978,0.0242
183,0.4518,0.0306
184,0.2979,0.0404
185,0.0594,0.0542
186,0.0,0.0723
187,0.0,0.094
188,0.0,0.1177
189,0.0,0.1411
190,0.0,0.1609
191,0.0,0.1743
192,0.0,0.179
193,0.0,0.1743
194,0.0,0.1609
195,0.0,0.1411
196,0.0,0.1177
197,0.0,0.094
198,0.0,0.0723
199,0.0627,0.0542
200,0.2627,0.0404
201,0.5121,0.0306
202,0.607,0.0242
203,0.62,0.0207
204,0.6251,0.0196
205,0.6897,0.0207
206,0.5883,0.0242
207,0.4583,0.0306
208,0.2697,0.0404
209,0.0613,0.0542
210,0.0,0.0723
211,0.0,0.094
212,0.0,0.1177
213,0.0,0.1411
214,0.0,0.1609
215,0.0,0.1743
216,0.0,0.179
217,0.0,0.1743
218,0.0,0.1609
219,0.0,0.1411
220,0.0,0.1177
221,0.0,0.094
222,0.0,0.0723
223,0.0649,0.0542
224,0.2751,0.0404
225,0.4738,0.0306
226,0.5953,0.0242
227,0.6119,0.0207
228,0.6089,0.0196
229,0.6469,0.0207
230,0.6707,0.0242
231,0.4815,0.0306
232,0.2817,0.0404
233,0.0672,0.0542
234,0.0,0.0723
235,0.0,0.094
236,0.0,0.1177
237,0.0,0.1411
238,0.0,0.1609
239,0.0,0.1743
240,0.0,0.179
241,0.0,0.1743
242,0.0,0.1609
243,0.0,0.1411
244,0.0,0.1177
245,0.0,0.094
246,0.0,0.0723
247,0.0676,0.0542
248,0.3054,0.0404
249,0.4518,0.0306
250,0.6404,0.0242
251,0.6123,0.0207
252,0.6832,0.0196
253,0.6232,0.0207
254,0.6101,0.0242
255,0.458,0.0306
256,0.2958,0.0404
257,0.0654,0.0542
258,0.0,0.0723
259,0.0,0.094
260,0.0,0.1177
261,0.0,0.1411
262,0.0,0.1609
263,0.0,0.1743
264,0.0,0.179
265,0.0,0.1743
266,0.0,0.1609
267,0.0,0.1411
268,0.0,0.1177
269,0.0,0.094
270,0.0,0.0723
271,0.0651,0.0542
272,0.269,0.0404
273,0.4967,0.0306
274,0.6495,0.0242
275,0.596,0.0207
276,0.6514,0.0196
277,0.6738,0.0207
278,0.5847,0.0242
279,0.4469,0.0306
280,0.303,0.0404
281,0.0654,0.0542
282,0.0,0.0723
283,0.0,0.094
284,0.0,0.1177
285,0.0,0.1411
286,0.0,0.1609
287,0.0,0.1743
288,0.0,0.179
289,0.0,0.1743
290,0.0,0.1609
291,0.0,0.1411
292,0.0,0.1177
293,0.0,0.094
294,0.0,0.0723
295,0.0708,0.0542
296,0.2972,0.0404
297,0.4471,0.0306
298,0.5831,0.0242
299,0.6551,0.0207
300,0.6656,0.0196
301,0.6769,0.0207
302,0.5877,0.0242
303,0.4831,0.0306
304,0.2708,0.0404
305,0.0747,0.0542
306,0.0,0.0723
307,0.0,0.094
308,0.0,0.1177
309,0.0,0.1411
310,0.0,0.1609
311,0.0,0.1743
312,0.0,0.179
313,0.0,0.1743
314,0.0,0.1609
315,0.0,0.1411
316,0.0,0.1177
317,0.0,0.094
318,0.0,0.0723
319,0.0722,0.0542
320,0.2972,0.0404
321,0.4984,0.0306
322,0.6661,0.0242
323,0.6183,0.0207
324,0.6925,0.0196
325,0.6101,0.0207
326,0.5882,0.0242
327,0.4456,0.0306
328,0.2702,0.0404
329,0.0756,0.0542
330,0.0,0.0723
331,0.0,0.094
332,0.0,0.1177
333,0.0,0.1411
334,0.0,0.1609
335,0.0,0.1743
336,0.0,0.179
337,0.0,0.1743
338,0.0,0.1609
339,0.0,0.1411
340,0.0,0.1177
341,0.0,0.094
342,0.0,0.0723
343,0.0734,0.0542
344,0.2818,0.0404
345,0.5051,0.0306
346,0.6733,0.0242
347,0.6332,0.0207
348,0.6769,0.0196
349,0.6586,0.0207
350,0.6768,0.0242
351,0.4879,0.0306
352,0.2923,0.0404
353,0.0673,0.0542
354,0.0,0.0723
355,0.0,0.094
356,0.0,0.1177
357,0.0,0.1411
358,0.0,0.1609
359,0.0,0.1743
360,0.0,0.179
361,0.0,0.1743
362,0.0,0.1609
363,0.0,0.1411
364,0.0,0.1177
365,0.0,0.094
366,0.0,0.0723
367,0.0756,0.0542
368,0.307,0.0404
369,0.4738,0.0306
370,0.6603,0.0242
371,0.6329,0.0207
372,0.634,0.0196
373,0.6323,0.0207
374,0.648,0.0242
375,0.4767,0.0306
376,0.2891,0.0404
377,0.0702,0.0542
378,0.0,0.0723
379,0.0,0.094
380,0.0,0.1177
381,0.0,0.1411
382,0.0,0.1609
383,0.0,0.1743
384,0.0,0.179
385,0.0,0.1743
386,0.0,0.1609
387,0.0,0.1411
388,0.0,0.1177
389,0.0,0.094
390,0.0,0.0723
391,0.0756,0.0542
392,0.2729,0.0404
393,0.5119,0.0306
394,0.6788,0.0242
395,0.5991,0.0207
396,0.6855,0.0196
397,0.6412,0.0207
398,0.6785,0.0242
399,0.5075,0.0306
400,0.2664,0.0404
401,0.0758,0.0542
402,0.0,0.0723
403,0.0,0.094
404,0.0,0.1177
405,0.0,0.1411
406,0.0,0.1609
407,0.0,0.1743
408,0.0,0.179
409,0.0,0.1743
410,0.0,0.1609
411,0.0,0.1411
412,0.0,0.1177
413,0.0,0.094
414,0.0,0.0723
415,0.0768,0.0542
416,0.2995,0.0404
417,0.4604,0.0306
418,0.5838,0.0242
419,0.6459,0.0207
420,0.6597,0.0196
421,0.6023,0.0207
422,0.6172,0.0242
423,0.4906,0.0306
424,0.2795,0.0404
425,0.0718,0.0542
426,0.0,0.0723
427,0.0,0.094
428,0.0,0.1177
429,0.0,0.1411
430,0.0,0.1609
431,0.0,0.1743
432,0.0,0.179
433,0.0,0.1743
434,0.0,0.1609
435,0.0,0.1411
436,0.0,0.1177
437,0.0,0.094
438,0.0,0.0723
439,0.0824,0.0542
440,0.3012,0.0404
441,0.4955,0.0306
442,0.6057,0.0242
443,0.6038,0.0207
444,0.6105,0.0196
445,0.6314,0.0207
446,0.6087,0.0242
447,0.4937,0.0306
448,0.2724,0.0404
449,0.079,0.0542
450,0.0,0.0723
451,0.0,0.094
452,0.0,0.1177
453,0.0,0.1411
454,0.0,0.1609
455,0.0,0.1743
456,0.0,0.179
457,0.0,0.1743
458,0.0,0.1609
459,0.0,0.1411
460,0.0,0.1177
461,0.0,0.094
462,0.0,0.0723
463,0.0773,0.0542
464,0.3118,0.0404
465,0.4436,0.0306
466,0.6766,0.0242
467,0.6719,0.0207
468,0.6833,0.0196
469,0.6898,0.0207
470,0.6217,0.0242
471,0.4807,0.0306
472,0.3121,0.0404
473,0.0805,0.0542
474,0.0,0.0723
475,0.0,0.094
476,0.0,0.1177
477,0.0,0.1411
478,0.0,0.1609
479,0.0,0.1743
480,0.0,0.179
481,0.0,0.1743
482,0.0,0.1609
483,0.0,0.1411
484,0.0,0.1177
485,0.0,0.094
486,0.0,0.0723
487,0.0791,0.0542
488,0.2813,0.0404
489,0.4648,0.0306
490,0.6225,0.0242
491,0.5973,0.0207
492,0.6739,0.0196
493,0.6059,0.0207
494,0.6498,0.0242
495,0.4612,0.0306
496,0.2781,0.0404
497,0.0761,0.0542
498,0.0,0.0723
499,0.0,0.094
500,0.0,0.1177
501,0.0,0.1411
502,0.0,0.1609
503,0.0,0.1743
504,0.0,0.179
505,0.0,0.1743
506,0.0,0.1609
507,0.0,0.1411
508,0.0,0.1177
509,0.0,0.094
510,0.0,0.0723
511,0.0764,0.0542
512,0.2968,0.0404
513,0.4685,0.0306
514,0.6024,0.0242
515,0.6845,0.0207
516,0.6894,0.0196
517,0.5909,0.0207
518,0.5873,0.0242
519,0.465,0.0306
520,0.2862,0.0404
521,0.0775,0.0542
522,0.0,0.0723
523,0.0,0.094
524,0.0,0.1177
525,0.0,0.1411
526,0.0,0.1609
527,0.0,0.1743
528,0.0,0.179
529,0.0,0.1743
530,0.0,0.1609
531,0.0,0.1411
532,0.0,0.1177
533,0.0,0.094
534,0.0,0.0723
535,0.0757,0.0542
536,0.2842,0.0404
537,0.454,0.0306
538,0.5836,0.0242
539,0.5978,0.0207
540,0.6538,0.0196
541,0.6457,0.0207
542,0.5826,0.0242
543,0.4556,0.0306
544,0.2758,0.0404
545,0.086,0.0542
546,0.0,0.0723
547,0.0,0.094
548,0.0,0.1177
549,0.0,0.1411
550,0.0,0.1609
551,0.0,0.1743
552,0.0,0.179
553,0.0,0.1743
554,0.0,0.1609
555,0.0,0.1411
556,0.0,0.1177
557,0.0,0.094
558,0.0,0.0723
559,0.0793,0.0542
560,0.3093,0.0404
561,0.4889,0.0306
562,0.5898,0.0242
563,0.6074,0.0207
564,0.6048,0.0196
565,0.6373,0.0207
566,0.6687,0.0242
567,0.4815,0.0306
568,0.3018,0.0404
569,0.0851,0.0542
570,0.0,0.0723
571,0.0,0.094
572,0.0,0.1177
573,0.0,0.1411
574,0.0,0.1609
575,0.0,0.1743
576,0.0,0.179
577,0.0,0.1743
578,0.0,0.1609
579,0.0,0.1411
580,0.0,0.1177
581,0.0,0.094
582,0.0,0.0723
583,0.0791,0.0542
584,0.3059,0.0404
585,0.5138,0.0306
586,0.5897,0.0242
587,0.6001,0.0207
588,0.6011,0.0196
589,0.6888,0.0207
590,0.6567,0.0242
591,0.5036,0.0306
592,0.3203,0.0404
593,0.0871,0.0542
594,0.0,0.0723
595,0.0,0.094
596,0.0,0.1177
597,0.0,0.1411
598,0.0,0.1609
599,0.0,0.1743
600,0.0,0.179
601,0.0,0.1743
602,0.0,0.1609
603,0.0,0.1411
604,0.0,0.1177
605,0.0,0.094
606,0.0,0.0723
607,0.0843,0.0542
608,0.2869,0.0404
609,0.4722,0.0306
610,0.6535,0.0242
611,0.6518,0.0207
612,0.637,0.0196
613,0.6486,0.0207
614,0.6453,0.0242
615,0.5026,0.0306
616,0.2812,0.0404
617,0.0855,0.0542
618,0.0,0.0723
619,0.0,0.094
620,0.0,0.1177
621,0.0,0.1411
622,0.0,0.1609
623,0.0,0.1743
624,0.0,0.179
625,0.0,0.1743
626,0.0,0.1609
627,0.0,0.1411
628,0.0,0.1177
629,0.0,0.094
630,0.0,0.0723
631,0.0893,0.0542
632,0.3059,0.0404
633,0.4723,0.0306
634,0.631,0.0242
635,0.6535,0.0207
636,0.6588,0.0196
637,0.6789,0.0207
638,0.6078,0.0242
639,0.4817,0.0306
640,0.288,0.0404
641,0.0931,0.0542
642,0.0,0.0723
643,0.0,0.094
644,0.0,0.1177
645,0.0,0.1411
646,0.0,0.1609
647,0.0,0.1743
648,0.0,0.179
649,0.0,0.1743
650,0.0,0.1609
651,0.0,0.1411
652,0.0,0.1177
653,0.0,0.094
654,0.0,0.0723
655,0.0913,0.0542
656,0.3199,0.0404
657,0.4757,0.0306
658,0.6752,0.0242
659,0.6767,0.0207
660,0.6453,0.0196
661,0.6889,0.0207
662,0.6658,0.0242
663,0.5199,0.0306
664,0.2779,0.0404
665,0.0887,0.0542
666,0.0,0.0723
667,0.0,0.094
668,0.0,0.1177
669,0.0,0.1411
670,0.0,0.1609
671,0.0,0.1743
672,0.0,0.179
673,0.0,0.1743
674,0.0,0.1609
675,0.0,0.1411
676,0.0,0.1177
677,0.0,0.094
678,0.0,0.0723
679,0.0926,0.0542
680,0.3063,0.0404
681,0.4997,0.0306
682,0.5941,0.0242
683,0.6758,0.0207
684,0.6404,0.0196
685,0.6671,0.0207
686,0.6196,0.0242
687,0.492,0.0306
688,0.2967,0.0404
689,0.0948,0.0542
690,0.0,0.0723
691,0.0,0.094
692,0.0,0.1177
693,0.0,0.1411
694,0.0,0.1609
695,0.0,0.1743
696,0.0,0.179
697,0.0,0.1743
698,0.0,0.1609
699,0.0,0.1411
700,0.0,0.1177
701,0.0,0.094
702,0.0,0.0723
703,0.0976,0.0542
704,0.3006,0.0404
705,0.4882,0.0306
706,0.5879,0.0242
707,0.6004,0.0207
708,0.61,0.0196
709,0.6275,0.0207
710,0.6547,0.0242
711,0.5228,0.0306
712,0.3036,0.0404
713,0.088,0.0542
714,0.0,0.0723
715,0.0,0.094
716,0.0,0.1177
717,0.0,0.1411
718,0.0,0.1609
719,0.0,0.1743
720,0.0,0.179
721,0.0,0.1743
722,0.0,0.1609
723,0.0,0.1411
724,0.0,0.1177
725,0.0,0.094
726,0.0,0.0723
727,0.0888,0.0542
728,0.3039,0.0404
729,0.4753,0.0306
730,0.6106,0.0242
731,0.688,0.0207
732,0.6757,0.0196
733,0.6156,0.0207
734,0.6001,0.0242
735,0.5168,0.0306
736,0.3116,0.0404
737,0.1016,0.0542
738,0.0,0.0723
739,0.0,0.094
740,0.0,0.1177
741,0.0,0.1411
742,0.0,0.1609
743,0.0,0.1743
744,0.0,0.179
745,0.0,0.1743
746,0.0,0.1609
747,0.0,0.1411
748,0.0,0.1177
749,0.0,0.094
750,0.0,0.0723
751,0.089,0.0542
752,0.3122,0.0404
753,0.4815,0.0306
754,0.6483,0.0242
755,0.6857,0.0207
756,0.6019,0.0196
757,0.6635,0.0207
758,0.5997,0.0242
759,0.4823,0.0306
760,0.3252,0.0404
761,0.0979,0.0542
762,0.0,0.0723
763,0.0,0.094
764,0.0,0.1177
765,0.0,0.1411
766,0.0,0.1609
767,0.0,0.1743
768,0.0,0.179
769,0.0,0.1743
770,0.0,0.1609
771,0.0,0.1411
772,0.0,0.1177
773,0.0,0.094
774,0.0,0.0723
775,0.0961,0.0542
776,0.3114,0.0404
777,0.5235,0.0306
778,0.6646,0.0242
779,0.6359,0.0207
780,0.6506,0.0196
781,0.6491,0.0207
782,0.6059,0.0242
783,0.4816,0.0306
784,0.2927,0.0404
785,0.1023,0.0542
786,0.0,0.0723
787,0.0,0.094
788,0.0,0.1177
789,0.0,0.1411
790,0.0,0.1609
791,0.0,0.1743
792,0.0,0.179
793,0.0,0.1743
794,0.0,0.1609
795,0.0,0.1411
796,0.0,0.1177
797,0.0,0.094
798,0.0,0.0723
799,0.0922,0.0542
800,0.3304,0.0404
801,0.4539,0.0306
802,0.6813,0.0242
803,0.5961,0.0207
804,0.6214,0.0196
805,0.6412,0.0207
806,0.6703,0.0242
807,0.5018,0.0306
808,0.2965,0.0404
809,0.097,0.0542
810,0.0,0.0723
811,0.0,0.094
812,0.0,0.1177
813,0.0,0.1411
814,0.0,0.1609
815,0.0,0.1743
816,0.0,0.179
817,0.0,0.1743
818,0.0,0.1609
819,0.0,0.1411
820,0.0,0.1177
821,0.0,0.094
822,0.0,0.0723
823,0.1005,0.0542
824,0.3258,0.0404
825,0.5194,0.0306
826,0.6754,0.0242
827,0.6787,0.0207
828,0.6584,0.0196
829,0.6098,0.0207
830,0.6836,0.0242
831,0.5155,0.0306
832,0.3117,0.0404
833,0.1067,0.0542
834,0.0,0.0723
835,0.0,0.094
836,0.0,0.1177
837,0.0,0.1411
838,0.0,0.1609
839,0.0,0.1743
840,0.0,0.179
841,0.0,0.1743
842,0.0,0.1609
843,0.0,0.1411
844,0.0,0.1177
845,0.0,0.094
846,0.0,0.0723
847,0.1003,0.0542
848,0.3318,0.0404
849,0.4875,0.0306
850,0.6428,0.0242
851,0.6493,0.0207
852,0.6564,0.0196
853,0.5984,0.0207
854,0.5959,0.0242
855,0.5159,0.0306
856,0.3123,0.0404
857,0.1003,0.0542
858,0.0,0.0723
859,0.0,0.094
860,0.0,0.1177
861,0.0,0.1411
862,0.0,0.1609
863,0.0,0.1743
864,0.0,0.179
865,0.0,0.1743
866,0.0,0.1609
867,0.0,0.1411
868,0.0,0.1177
869,0.0,0.094
870,0.0,0.0723
871,0.1066,0.0542
872,0.3221,0.0404
873,0.5105,0.0306
874,0.649,0.0242
875,0.6046,0.0207
876,0.6052,0.0196
877,0.6194,0.0207
878,0.6016,0.0242
879,0.4782,0.0306
880,0.2992,0.0404
881,0.1039,0.0542
882,0.0,0.0723
883,0.0,0.094
884,0.0,0.1177
885,0.0,0.1411
886,0.0,0.1609
887,0.0,0.1743
888,0.0,0.179
889,0.0,0.1743
890,0.0,0.1609
891,0.0,0.1411
892,0.0,0.1177
893,0.0,0.094
894,0.0,0.0723
895,0.1024,0.0542
896,0.3136,0.0404
897,0.5083,0.0306
898,0.5867,0.0242
899,0.6445,0.0207
900,0.6235,0.0196
901,0.6888,0.0207
902,0.678,0.0242
903,0.482,0.0306
904,0.3247,0.0404
905,0.0998,0.0542
906,0.0,0.0723
907,0.0,0.094
908,0.0,0.1177
909,0.0,0.1411
910,0.0,0.1609
911,0.0,0.1743
912,0.0,0.179
913,0.0,0.1743
914,0.0,0.1609
915,0.0,0.1411
916,0.0,0.1177
917,0.0,0.094
918,0.0,0.0723
919,0.1074,0.0542
920,0.2965,0.0404
921,0.525,0.0306
922,0.6796,0.0242
923,0.6665,0.0207
924,0.604,0.0196
925,0.6914,0.0207
926,0.6263,0.0242
927,0.4588,0.0306
928,0.2924,0.0404
929,0.1003,0.0542
930,0.0,0.0723
931,0.0,0.094
932,0.0,0.1177
933,0.0,0.1411
934,0.0,0.1609
935,0.0,0.1743
936,0.0,0.179
937,0.0,0.1743
938,0.0,0.1609
939,0.0,0.1411
940,0.0,0.1177
941,0.0,0.094
942,0.0,0.0723
943,0.1165,0.0542
944,0.3045,0.0404
945,0.5212,0.0306
946,0.6545,0.0242
947,0.6386,0.0207
948,0.6627,0.0196
949,0.6512,0.0207
950,0.5881,0.0242
951,0.4576,0.0306
952,0.2953,0.0404
953,0.111,0.0542
954,0.0,0.0723
955,0.0,0.094
956,0.0,0.1177
957,0.0,0.1411
958,0.0,0.1609
959,0.0,0.1743
960,0.0,0.179
961,0.0,0.1743
962,0.0,0.1609
963,0.0,0.1411
964,0.0,0.1177
965,0.0,0.094
966,0.0,0.0723
967,0.1191,0.0542
968,0.3075,0.0404
969,0.466,0.0306
970,0.6884,0.0242
971,0.6828,0.0207
972,0.6331,0.0196
973,0.6184,0.0207
974,0.6064,0.0242
975,0.4885,0.0306
976,0.3231,0.0404
977,0.1201,0.0542
978,0.0,0.0723
979,0.0,0.094
980,0.0,0.1177
981,0.0,0.1411
982,0.0,0.1609
983,0.0,0.1743
984,0.0,0.179
985,0.0,0.1743
986,0.0,0.1609
987,0.0,0.1411
988,0.0,0.1177
989,0.0,0.094
990,0.0,0.0723
991,0.1092,0.0542
992,0.3346,0.0404
993,0.5234,0.0306
994,0.6247,0.0242
995,0.6235,0.0207
996,0.6073,0.0196
997,0.622,0.0207
998,0.6505,0.0242
999,0.5032,0.0306
1000,0.3303,0.0404
1001,0.1122,0.0542
1002,0.0,0.0723
1003,0.0,0.094
1004,0.0,0.1177
1005,0.0,0.1411
1006,0.0,0.1609
1007,0.0,0.1743
1008,0.0,0.179
1009,0.0,0.1743
1010,0.0,0.1609
1011,0.0,0.1411
1012,0.0,0.1177
1013,0.0,0.094
1014,0.0,0.0723
1015,0.1222,0.0542
1016,0.306,0.0404
1017,0.5084,0.0306
1018,0.6285,0.0242
1019,0.6668,0.0207
1020,0.6786,0.0196
1021,0.6717,0.0207
1022,0.666,0.0242
1023,0.5016,0.0306
1024,0.3272,0.0404
1025,0.1218,0.0542
1026,0.0,0.0723
1027,0.0,0.094
1028,0.0,0.1177
1029,0.0,0.1411
1030,0.0,0.1609
1031,0.0,0.1743
1032,0.0,0.179
1033,0.0,0.1743
1034,0.0,0.1609
1035,0.0,0.1411
1036,0.0,0.1177
1037,0.0,0.094
1038,0.0,0.0723
1039,0.1174,0.0542
1040,0.3421,0.0404
1041,0.5155,0.0306
1042,0.664,0.0242
1043,0.6124,0.0207
1044,0.6212,0.0196
1045,0.6678,0.0207
1046,0.6194,0.0242
1047,0.4827,0.0306
1048,0.3481,0.0404
1049,0.1189,0.0542
1050,0.0,0.0723
1051,0.0,0.094
1052,0.0,0.1177
1053,0.0,0.1411
1054,0.0,0.1609
1055,0.0,0.1743
1056,0.0,0.179
1057,0.0,0.1743
1058,0.0,0.1609
1059,0.0,0.1411
1060,0.0,0.1177
1061,0.0,0.094
1062,0.0,0.0723
1063,0.1264,0.0542
1064,0.316,0.0404
1065,0.5031,0.0306
1066,0.6616,0.0242
1067,0.6123,0.0207
1068,0.593,0.0196
1069,0.6095,0.0207
1070,0.6327,0.0242
1071,0.465,0.0306
1072,0.3193,0.0404
1073,0.1178,0.0542
1074,0.0,0.0723
1075,0.0,0.094
1076,0.0,0.1177
1077,0.0,0.1411
1078,0.0,0.1609
1079,0.0,0.1743
1080,0.0,0.179
1081,0.0,0.1743
1082,0.0,0.1609
1083,0.0,0.1411
1084,0.0,0.1177
1085,0.0,0.094
1086,0.0,0.0723
1087,0.1244,0.0542
1088,0.3383,0.0404
1089,0.534,0.0306
1090,0.6528,0.0242
1091,0.5979,0.0207
1092,0.6279,0.0196
1093,0.6218,0.0207
1094,0.6358,0.0242
1095,0.4928,0.0306
1096,0.3284,0.0404
1097,0.1221,0.0542
1098,0.0,0.0723
1099,0.0,0.094
1100,0.0,0.1177
1101,0.0,0.1411
1102,0.0,0.1609
1103,0.0,0.1743
1104,0.0,0.179
1105,0.0,0.1743
1106,0.0,0.1609
1107,0.0,0.1411
1108,0.0,0.1177
1109,0.0,0.094
1110,0.0,0.0723
1111,0.132,0.0542
1112,0.3346,0.0404
1113,0.478,0.0306
1114,0.6041,0.0242
1115,0.6313,0.0207
1116,0.6514,0.0196
1117,0.642,0.0207
1118,0.6046,0.0242
1119,0.4665,0.0306
1120,0.346,0.0404
1121,0.1195,0.0542
1122,0.0,0.0723
1123,0.0,0.094
1124,0.0,0.1177
1125,0.0,0.1411
1126,0.0,0.1609
1127,0.0,0.1743
1128,0.0,0.179
1129,0.0,0.1743
1130,0.0,0.1609
1131,0.0,0.1411
1132,0.0,0.1177
1133,0.0,0.094
1134,0.0,0.0723
1135,0.1345,0.0542
1136,0.3285,0.0404
1137,0.4687,0.0306
1138,0.646,0.0242
1139,0.5906,0.0207
1140,0.6183,0.0196
1141,0.658,0.0207
1142,0.6007,0.0242
1143,0.4944,0.0306
1144,0.3366,0.0404
1145,0.1204,0.0542
1146,0.0,0.0723
1147,0.0,0.094
1148,0.0,0.1177
1149,0.0,0.1411
1150,0.0,0.1609
1151,0.0,0.1743
1152,0.0,0.179
1153,0.0,0.1743
1154,0.0,0.1609
1155,0.0,0.1411
1156,0.0,0.1177
1157,0.0,0.094
1158,0.0,0.0723
1159,0.1324,0.0542
1160,0.3152,0.0404
1161,0.5285,0.0306
1162,0.6562,0.0242
1163,0.6662,0.0207
1164,0.6649,0.0196
1165,0.6712,0.0207
1166,0.6412,0.0242
1167,0.4964,0.0306
1168,0.3209,0.0404
1169,0.134,0.0542
1170,0.0,0.0723
1171,0.0,0.094
1172,0.0,0.1177
1173,0.0,0.1411
1174,0.0,0.1609
1175,0.0,0.1743
1176,0.0,0.179
1177,0.0,0.1743
1178,0.0,0.1609
1179,0.0,0.1411
1180,0.0,0.1177
1181,0.0,0.094
1182,0.0,0.0723
1183,0.1234,0.0542
1184,0.3249,0.0404
1185,0.516,0.0306
1186,0.6345,0.0242
1187,0.658,0.0207
1188,0.596,0.0196
1189,0.609,0.0207
1190,0.6361,0.0242
1191,0.5113,0.0306
1192,0.3321,0.0404
1193,0.1282,0.0542
1194,0.0,0.0723
1195,0.0,0.094
1196,0.0,0.1177
1197,0.0,0.1411
1198,0.0,0.1609
1199,0.0,0.1743
1200,0.0,0.179
1201,0.0,0.1743
1202,0.0,0.1609
1203,0.0,0.1411
1204,0.0,0.1177
1205,0.0,0.094
1206,0.0,0.0723
1207,0.1344,0.0542
1208,0.3416,0.0404
1209,0.5007,0.0306
1210,0.637,0.0242
1211,0.6931,0.0207
1212,0.5964,0.0196
1213,0.69,0.0207
1214,0.6878,0.0242
1215,0.5481,0.0306
1216,0.3217,0.0404
1217,0.1284,0.0542
