hour,solar_cf,wind_cf
369,0.5131,0.0276
370,0.7021,0.0219
371,0.7285,0.0187
372,0.6667,0.0177
373,0.7224,0.0187
374,0.6751,0.0219
375,0.5294,0.0276
376,0.3224,0.0365
377,0.0806,0.0491
378,0.0,0.0654
379,0.0,0.085
380,0.0,0.1065
381,0.0,0.1276
382,0.0,0.1456
383,0.0,0.1577
384,0.0,0.162
385,0.0,0.1577
386,0.0,0.1456
387,0.0,0.1276
388,0.0,0.1065
389,0.0,0.085
390,0.0,0.0654
391,0.0782,0.0491
392,0.3249,0.0365
393,0.525,0.0276
394,0.6614,0.0219
395,0.6921,0.0187
396,0.6723,0.0177
397,0.6584,0.0187
398,0.69,0.0219
399,0.4936,0.0276
400,0.2877,0.0365
401,0.0826,0.0491
402,0.0,0.0654
403,0.0,0.085
404,0.0,0.1065
405,0.0,0.1276
406,0.0,0.1456
407,0.0,0.1577
408,0.0,0.162
409,0.0,0.1577
410,0.0,0.1456
411,0.0,0.1276
412,0.0,0.1065
413,0.0,0.085
414,0.0,0.0654
415,0.0769,0.0491
416,0.309,0.0365
417,0.4906,0.0276
418,0.6491,0.0219
419,0.6657,0.0187
420,0.7431,0.0177
421,0.6525,0.0187
422,0.6782,0.0219
423,0.5079,0.0276
424,0.304,0.0365
425,0.0856,0.0491
426,0.0,0.0654
427,0.0,0.085
428,0.0,0.1065
429,0.0,0.1276
430,0.0,0.1456
431,0.0,0.1577
432,0.0,0.162
433,0.0,0.1577
434,0.0,0.1456
435,0.0,0.1276
436,0.0,0.1065
437,0.0,0.085
438,0.0,0.0654
439,0.0822,0.0491
440,0.3081,0.0365
441,0.5108,0.0276
442,0.6469,0.0219
443,0.6746,0.0187
444,0.6952,0.0177
445,0.6633,0.0187
446,0.6474,0.0219
447,0.5246,0.0276
448,0.2967,0.0365
449,0.0769,0.0491
450,0.0,0.0654
451,0.0,0.085
452,0.0,0.1065
453,0.0,0.1276
454,0.0,0.1456
455,0.0,0.1577
456,0.0,0.162
457,0.0,0.1577
458,0.0,0.1456
459,0.0,0.1276
460,0.0,0.1065
461,0.0,0.085
462,0.0,0.0654
463,0.09,0.0491
464,0.2905,0.0365
465,0.5138,0.0276
466,0.6879,0.0219
467,0.6464,0.0187
468,0.6492,0.0177
469,0.7404,0.0187
470,0.7268,0.0219
471,0.5106,0.0276
472,0.2907,0.0365
473,0.0829,0.0491
474,0.0,0.0654
475,0.0,0.085
476,0.0,0.1065
477,0.0,0.1276
478,0.0,0.1456
479,0.0,0.1577
480,0.0,0.162
481,0.0,0.1577
482,0.0,0.1456
483,0.0,0.1276
484,0.0,0.1065
485,0.0,0.085
486,0.0,0.0654
487,0.0803,0.0491
488,0.2922,0.0365
489,0.5151,0.0276
490,0.6551,0.0219
491,0.7155,0.0187
492,0.7327,0.0177
493,0.672,0.0187
494,0.6516,0.0219
495,0.5593,0.0276
496,0.2987,0.0365
497,0.0872,0.0491
498,0.0,0.0654
499,0.0,0.085
500,0.0,0.1065
501,0.0,0.1276
502,0.0,0.1456
503,0.0,0.1577
504,0.0,0.162
505,0.0,0.1577
506,0.0,0.1456
507,0.0,0.1276
508,0.0,0.1065
509,0.0,0.085
510,0.0,0.0654
511,0.0808,0.0491
512,0.342,0.0365
513,0.5182,0.0276
514,0.6406,0.0219
515,0.6428,0.0187
516,0.7441,0.0177
517,0.7208,0.0187
518,0.6369,0.0219
519,0.5126,0.0276
520,0.3364,0.0365
521,0.0794,0.0491
522,0.0,0.0654
523,0.0,0.085
524,0.0,0.1065
525,0.0,0.1276
526,0.0,0.1456
527,0.0,0.1577
528,0.0,0.162
529,0.0,0.1577
530,0.0,0.1456
531,0.0,0.1276
532,0.0,0.1065
533,0.0,0.085
534,0.0,0.0654
535,0.0861,0.0491
536,0.3289,0.0365
537,0.4829,0.0276
538,0.7328,0.0219
539,0.729,0.0187
540,0.6993,0.0177
541,0.6873,0.0187
542,0.7031,0.0219
543,0.5363,0.0276
544,0.3428,0.0365
545,0.0907,0.0491
546,0.0,0.0654
547,0.0,0.085
548,0.0,0.1065
549,0.0,0.1276
550,0.0,0.1456
551,0.0,0.1577
552,0.0,0.162
553,0.0,0.1577
554,0.0,0.1456
555,0.0,0.1276
556,0.0,0.1065
557,0.0,0.085
558,0.0,0.0654
559,0.0854,0.0491
560,0.3207,0.0365
561,0.5414,0.0276
562,0.7017,0.0219
563,0.7262,0.0187
564,0.645,0.0177
565,0.734,0.0187
566,0.6968,0.0219
567,0.5018,0.0276
568,0.332,0.0365
569,0.0907,0.0491
570,0.0,0.0654
571,0.0,0.085
572,0.0,0.1065
573,0.0,0.1276
574,0.0,0.1456
575,0.0,0.1577
576,0.0,0.162
577,0.0,0.1577
578,0.0,0.1456
579,0.0,0.1276
580,0.0,0.1065
581,0.0,0.085
582,0.0,0.0654
583,0.0966,0.0491
584,0.33,0.0365
585,0.5304,0.0276
586,0.641,0.0219
587,0.7337,0.0187
588,0.746,0.0177
589,0.6929,0.0187
590,0.714,0.0219
591,0.5378,0.0276
592,0.3006,0.0365
593,0.091,0.0491
594,0.0,0.0654
595,0.0,0.085
596,0.0,0.1065
597,0.0,0.1276
598,0.0,0.1456
599,0.0,0.1577
600,0.0,0.162
601,0.0,0.1577
602,0.0,0.1456
603,0.0,0.1276
604,0.0,0.1065
605,0.0,0.085
606,0.0,0.0654
607,0.0876,0.0491
608,0.3203,0.0365
609,0.5433,0.0276
610,0.6352,0.0219
611,0.6777,0.0187
612,0.7055,0.0177
613,0.6523,0.0187
614,0.7252,0.0219
615,0.5173,0.0276
616,0.3341,0.0365
617,0.0962,0.0491
618,0.0,0.0654
619,0.0,0.085
620,0.0,0.1065
621,0.0,0.1276
622,0.0,0.1456
623,0.0,0.1577
624,0.0,0.162
625,0.0,0.1577
626,0.0,0.1456
627,0.0,0.1276
628,0.0,0.1065
629,0.0,0.085
630,0.0,0.0654
631,0.0954,0.0491
632,0.3133,0.0365
633,0.4964,0.0276
634,0.6317,0.0219
635,0.7239,0.0187
636,0.6589,0.0177
637,0.7315,0.0187
638,0.6333,0.0219
639,0.5195,0.0276
640,0.3318,0.0365
641,0.0929,0.0491
642,0.0,0.0654
643,0.0,0.085
644,0.0,0.1065
645,0.0,0.1276
646,0.0,0.1456
647,0.0,0.1577
648,0.0,0.162
649,0.0,0.1577
650,0.0,0.1456
651,0.0,0.1276
652,0.0,0.1065
653,0.0,0.085
654,0.0,0.0654
655,0.1021,0.0491
656,0.3205,0.0365
657,0.5282,0.0276
658,0.7132,0.0219
659,0.7142,0.0187
660,0.6676,0.0177
661,0.733,0.0187
662,0.6621,0.0219
663,0.5321,0.0276
664,0.3113,0.0365
665,0.0929,0.0491
666,0.0,0.0654
667,0.0,0.085
668,0.0,0.1065
669,0.0,0.1276
670,0.0,0.1456
671,0.0,0.1577
672,0.0,0.162
673,0.0,0.1577
674,0.0,0.1456
675,0.0,0.1276
676,0.0,0.1065
677,0.0,0.085
678,0.0,0.0654
679,0.101,0.0491
680,0.3467,0.0365
681,0.5103,0.0276
682,0.6526,0.0219
683,0.6846,0.0187
684,0.7079,0.0177
685,0.6891,0.0187
686,0.6489,0.0219
687,0.4947,0.0276
688,0.3086,0.0365
689,0.0956,0.0491
690,0.0,0.0654
691,0.0,0.085
692,0.0,0.1065
693,0.0,0.1276
694,0.0,0.1456
695,0.0,0.1577
696,0.0,0.162
697,0.0,0.1577
698,0.0,0.1456
699,0.0,0.1276
700,0.0,0.1065
701,0.0,0.085
702,0.0,0.0654
703,0.1017,0.0491
704,0.3081,0.0365
705,0.5046,0.0276
706,0.7196,0.0219
707,0.6368,0.0187
708,0.722,0.0177
709,0.681,0.0187
710,0.6756,0.0219
711,0.5403,0.0276
712,0.3455,0.0365
713,0.1028,0.0491
714,0.0,0.0654
715,0.0,0.085
716,0.0,0.1065
717,0.0,0.1276
718,0.0,0.1456
719,0.0,0.1577
720,0.0,0.162
721,0.0,0.1577
722,0.0,0.1456
723,0.0,0.1276
724,0.0,0.1065
725,0.0,0.085
726,0.0,0.0654
727,0.1083,0.0491
728,0.3517,0.0365
729,0.5314,0.0276
730,0.6804,0.0219
731,0.6838,0.0187
732,0.6983,0.0177
733,0.6793,0.0187
734,0.677,0.0219
735,0.5035,0.0276
736,0.3254,0.0365
737,0.0971,0.0491
738,0.0,0.0654
739,0.0,0.085
740,0.0,0.1065
741,0.0,0.1276
742,0.0,0.1456
743,0.0,0.1577
744,0.0,0.162
745,0.0,0.1577
746,0.0,0.1456
747,0.0,0.1276
748,0.0,0.1065
749,0.0,0.085
750,0.0,0.0654
751,0.1031,0.0491
752,0.3397,0.0365
753,0.5037,0.0276
754,0.652,0.0219
755,0.7386,0.0187
756,0.6731,0.0177
757,0.6993,0.0187
758,0.6854,0.0219
759,0.557,0.0276
760,0.3286,0.0365
761,0.0961,0.0491
762,0.0,0.0654
763,0.0,0.085
764,0.0,0.1065
765,0.0,0.1276
766,0.0,0.1456
767,0.0,0.1577
768,0.0,0.162
769,0.0,0.1577
770,0.0,0.1456
771,0.0,0.1276
772,0.0,0.1065
773,0.0,0.085
774,0.0,0.0654
775,0.1065,0.0491
776,0.3513,0.0365
777,0.4992,0.0276
778,0.7136,0.0219
779,0.7311,0.0187
780,0.6652,0.0177
781,0.7285,0.0187
782,0.6855,0.0219
783,0.492,0.0276
784,0.3541,0.0365
785,0.1035,0.0491
786,0.0,0.0654
787,0.0,0.085
788,0.0,0.1065
789,0.0,0.1276
790,0.0,0.1456
791,0.0,0.1577
792,0.0,0.162
793,0.0,0.1577
794,0.0,0.1456
795,0.0,0.1276
796,0.0,0.1065
797,0.0,0.085
798,0.0,0.0654
799,0.1142,0.0491
800,0.3406,0.0365
801,0.5129,0.0276
802,0.6797,0.0219
803,0.718,0.0187
804,0.6865,0.0177
805,0.6723,0.0187
806,0.6683,0.0219
807,0.5122,0.0276
808,0.3071,0.0365
809,0.1146,0.0491
810,0.0,0.0654
811,0.0,0.085
812,0.0,0.1065
813,0.0,0.1276
814,0.0,0.1456
815,0.0,0.1577
816,0.0,0.162
817,0.0,0.1577
818,0.0,0.1456
819,0.0,0.1276
820,0.0,0.1065
821,0.0,0.085
822,0.0,0.0654
823,0.1023,0.0491
824,0.3362,0.0365
825,0.4968,0.0276
826,0.6754,0.0219
827,0.7031,0.0187
828,0.684,0.0177
829,0.7142,0.0187
830,0.6515,0.0219
831,0.5281,0.0276
832,0.3441,0.0365
833,0.1142,0.0491
834,0.0,0.0654
835,0.0,0.085
836,0.0,0.1065
837,0.0,0.1276
838,0.0,0.1456
839,0.0,0.1577
840,0.0,0.162
841,0.0,0.1577
842,0.0,0.1456
843,0.0,0.1276
844,0.0,0.1065
845,0.0,0.085
846,0.0,0.0654
847,0.1146,0.0491
848,0.319,0.0365
849,0.5646,0.0276
850,0.7172,0.0219
851,0.7102,0.0187
852,0.7077,0.0177
853,0.6557,0.0187
854,0.6657,0.0219
855,0.5426,0.0276
856,0.3103,0.0365
857,0.1147,0.0491
858,0.0,0.0654
859,0.0,0.085
860,0.0,0.1065
861,0.0,0.1276
862,0.0,0.1456
863,0.0,0.1577
864,0.0,0.162
865,0.0,0.1577
866,0.0,0.1456
867,0.0,0.1276
868,0.0,0.1065
869,0.0,0.085
870,0.0,0.0654
871,0.1172,0.0491
872,0.3279,0.0365
873,0.5351,0.0276
874,0.654,0.0219
875,0.6472,0.0187
876,0.6417,0.0177
877,0.7335,0.0187
878,0.7122,0.0219
879,0.5447,0.0276
880,0.3467,0.0365
881,0.1203,0.0491
882,0.0,0.0654
883,0.0,0.085
884,0.0,0.1065
885,0.0,0.1276
886,0.0,0.1456
887,0.0,0.1577
888,0.0,0.162
889,0.0,0.1577
890,0.0,0.1456
891,0.0,0.1276
892,0.0,0.1065
893,0.0,0.085
894,0.0,0.0654
895,0.1231,0.0491
896,0.3152,0.0365
897,0.5188,0.0276
898,0.6954,0.0219
899,0.6676,0.0187
900,0.6965,0.0177
901,0.7257,0.0187
902,0.6943,0.0219
903,0.5508,0.0276
904,0.3317,0.0365
905,0.1083,0.0491
906,0.0,0.0654
907,0.0,0.085
908,0.0,0.1065
909,0.0,0.1276
910,0.0,0.1456
911,0.0,0.1577
912,0.0,0.162
913,0.0,0.1577
914,0.0,0.1456
915,0.0,0.1276
916,0.0,0.1065
917,0.0,0.085
918,0.0,0.0654
919,0.1184,0.0491
920,0.3359,0.0365
921,0.5308,0.0276
922,0.7166,0.0219
923,0.6838,0.0187
924,0.7346,0.0177
925,0.7319,0.0187
926,0.6912,0.0219
927,0.573,0.0276
928,0.3138,0.0365
929,0.1176,0.0491
930,0.0,0.0654
931,0.0,0.085
932,0.0,0.1065
933,0.0,0.1276
934,0.0,0.1456
935,0.0,0.1577
936,0.0,0.162
937,0.0,0.1577
938,0.0,0.1456
939,0.0,0.1276
940,0.0,0.1065
941,0.0,0.085
942,0.0,0.0654
943,0.1211,0.0491
944,0.3439,0.0365
945,0.5336,0.0276
946,0.641,0.0219
947,0.7296,0.0187
948,0.7099,0.0177
949,0.641,0.0187
950,0.7098,0.0219
951,0.4989,0.0276
952,0.3456,0.0365
953,0.1249,0.0491
954,0.0,0.0654
955,0.0,0.085
956,0.0,0.1065
957,0.0,0.1276
958,0.0,0.1456
959,0.0,0.1577
960,0.0,0.162
961,0.0,0.1577
962,0.0,0.1456
963,0.0,0.1276
964,0.0,0.1065
965,0.0,0.085
966,0.0,0.0654
967,0.1252,0.0491
968,0.3558,0.0365
969,0.5194,0.0276
970,0.7256,0.0219
971,0.6578,0.0187
972,0.6962,0.0177
973,0.6785,0.0187
974,0.6916,0.0219
975,0.532,0.0276
976,0.3665,0.0365
977,0.1268,0.0491
978,0.0,0.0654
979,0.0,0.085
980,0.0,0.1065
981,0.0,0.1276
982,0.0,0.1456
983,0.0,0.1577
984,0.0,0.162
985,0.0,0.1577
986,0.0,0.1456
987,0.0,0.1276
988,0.0,0.1065
989,0.0,0.085
990,0.0,0.0654
991,0.1171,0.0491
992,0.3449,0.0365
993,0.5291,0.0276
994,0.709,0.0219
995,0.6775,0.0187
996,0.7125,0.0177
997,0.7349,0.0187
998,0.7262,0.0219
999,0.5499,0.0276
1000,0.3593,0.0365
1001,0.125,0.0491
1002,0.0,0.0654
1003,0.0,0.085
1004,0.0,0.1065
1005,0.0,0.1276
1006,0.0,0.1456
1007,0.0,0.1577
1008,0.0,0.162
1009,0.0,0.1577
1010,0.0,0.1456
1011,0.0,0.1276
1012,0.0,0.1065
1013,0.0,0.085
1014,0.0,0.0654
1015,0.1287,0.0491
1016,0.3681,0.0365
1017,0.5503,0.0276
1018,0.6505,0.0219
1019,0.6757,0.0187
1020,0.6608,0.0177
1021,0.6507,0.0187
1022,0.7155,0.0219
1023,0.5084,0.0276
1024,0.3665,0.0365
1025,0.1306,0.0491
1026,0.0,0.0654
1027,0.0,0.085
1028,0.0,0.1065
1029,0.0,0.1276
1030,0.0,0.1456
1031,0.0,0.1577
1032,0.0,0.162
1033,0.0,0.1577
1034,0.0,0.1456
1035,0.0,0.1276
1036,0.0,0.1065
1037,0.0,0.085
1038,0.0,0.0654
1039,0.1235,0.0491
1040,0.3377,0.0365
1041,0.5137,0.0276
1042,0.6826,0.0219
1043,0.7027,0.0187
1044,0.6885,0.0177
1045,0.6454,0.0187
1046,0.6873,0.0219
1047,0.496,0.0276
1048,0.3642,0.0365
1049,0.1249,0.0491
1050,0.0,0.0654
1051,0.0,0.085
1052,0.0,0.1065
1053,0.0,0.1276
1054,0.0,0.1456
1055,0.0,0.1577
1056,0.0,0.162
1057,0.0,0.1577
1058,0.0,0.1456
1059,0.0,0.1276
1060,0.0,0.1065
1061,0.0,0.085
1062,0.0,0.0654
1063,0.1381,0.0491
1064,0.3451,0.0365
1065,0.5267,0.0276
1066,0.6396,0.0219
1067,0.6472,0.0187
1068,0.6532,0.0177
1069,0.6406,0.0187
1070,0.7344,0.0219
1071,0.4963,0.0276
1072,0.3304,0.0365
1073,0.124,0.0491
1074,0.0,0.0654
1075,0.0,0.085
1076,0.0,0.1065
1077,0.0,0.1276
1078,0.0,0.1456
1079,0.0,0.1577
1080,0.0,0.162
1081,0.0,0.1577
1082,0.0,0.1456
1083,0.0,0.1276
1084,0.0,0.1065
1085,0.0,0.085
1086,0.0,0.0654
1087,0.1226,0.0491
1088,0.3449,0.0365
1089,0.5429,0.0276
1090,0.641,0.0219
1091,0.7211,0.0187
1092,0.7426,0.0177
1093,0.6702,0.0187
1094,0.6633,0.0219
1095,0.5339,0.0276
1096,0.3587,0.0365
1097,0.1225,0.0491
1098,0.0,0.0654
1099,0.0,0.085
1100,0.0,0.1065
1101,0.0,0.1276
1102,0.0,0.1456
1103,0.0,0.1577
1104,0.0,0.162
1105,0.0,0.1577
1106,0.0,0.1456
1107,0.0,0.1276
1108,0.0,0.1065
1109,0.0,0.085
1110,0.0,0.0654
1111,0.1342,0.0491
1112,0.3611,0.0365
1113,0.5658,0.0276
1114,0.7395,0.0219
1115,0.7142,0.0187
1116,0.6862,0.0177
1117,0.6606,0.0187
1118,0.6718,0.0219
1119,0.5583,0.0276
1120,0.3779,0.0365
1121,0.1378,0.0491
1122,0.0,0.0654
1123,0.0,0.085
1124,0.0,0.1065
1125,0.0,0.1276
1126,0.0,0.1456
1127,0.0,0.1577
1128,0.0,0.162
1129,0.0,0.1577
1130,0.0,0.1456
1131,0.0,0.1276
1132,0.0,0.1065
1133,0.0,0.085
1134,0.0,0.0654
1135,0.1259,0.0491
1136,0.3301,0.0365
1137,0.5238,0.0276
1138,0.725,0.0219
1139,0.6871,0.0187
1140,0.6608,0.0177
1141,0.6829,0.0187
1142,0.6882,0.0219
1143,0.5229,0.0276
1144,0.3516,0.0365
1145,0.1384,0.0491
1146,0.0,0.0654
1147,0.0,0.085
1148,0.0,0.1065
1149,0.0,0.1276
1150,0.0,0.1456
1151,0.0,0.1577
1152,0.0,0.162
1153,0.0,0.1577
1154,0.0,0.1456
1155,0.0,0.1276
1156,0.0,0.1065
1157,0.0,0.085
1158,0.0,0.0654
1159,0.1291,0.0491
1160,0.3744,0.0365
1161,0.5338,0.0276
1162,0.6803,0.0219
1163,0.6805,0.0187
1164,0.6518,0.0177
1165,0.665,0.0187
1166,0.6599,0.0219
1167,0.5719,0.0276
1168,0.3566,0.0365
1169,0.1291,0.0491
1170,0.0,0.0654
1171,0.0,0.085
1172,0.0,0.1065
1173,0.0,0.1276
1174,0.0,0.1456
1175,0.0,0.1577
1176,0.0,0.162
1177,0.0,0.1577
1178,0.0,0.1456
1179,0.0,0.1276
1180,0.0,0.1065
1181,0.0,0.085
1182,0.0,0.0654
1183,0.1384,0.0491
1184,0.3764,0.0365
1185,0.5423,0.0276
1186,0.7004,0.0219
1187,0.7195,0.0187
1188,0.6948,0.0177
1189,0.683,0.0187
1190,0.7119,0.0219
1191,0.5508,0.0276
1192,0.3777,0.0365
1193,0.1307,0.0491
1194,0.0,0.0654
1195,0.0,0.085
1196,0.0,0.1065
1197,0.0,0.1276
1198,0.0,0.1456
1199,0.0,0.1577
1200,0.0,0.162
1201,0.0,0.1577
1202,0.0,0.1456
1203,0.0,0.1276
1204,0.0,0.1065
1205,0.0,0.085
1206,0.0,0.0654
1207,0.1394,0.0491
1208,0.3813,0.0365
1209,0.5341,0.0276
1210,0.6723,0.0219
1211,0.6398,0.0187
1212,0.6433,0.0177
1213,0.7148,0.0187
1214,0.7428,0.0219
1215,0.537,0.0276
1216,0.3676,0.0365
