hour,solar_cf,wind_cf
554,0.0,0.1711
555,0.0,0.15
556,0.0,0.1252
557,0.0,0.0999
558,0.0,0.0769
559,0.0814,0.0577
560,0.3281,0.0429
561,0.4968,0.0325
562,0.6252,0.0257
563,0.653,0.022
564,0.6187,0.0208
565,0.6718,0.022
566,0.6259,0.0257
567,0.487,0.0325
568,0.2919,0.0429
569,0.0844,0.0577
570,0.0,0.0769
571,0.0,0.0999
572,0.0,0.1252
573,0.0,0.15
574,0.0,0.1711
575,0.0,0.1854
576,0.0,0.1904
577,0.0,0.1854
578,0.0,0.1711
579,0.0,0.15
580,0.0,0.1252
581,0.0,0.0999
582,0.0,0.0769
583,0.0834,0.0577
584,0.329,0.0429
585,0.4707,0.0325
586,0.6387,0.0257
587,0.6911,0.022
588,0.7163,0.0208
589,0.7145,0.022
590,0.6142,0.0257
591,0.5234,0.0325
592,0.3263,0.0429
593,0.0914,0.0577
594,0.0,0.0769
595,0.0,0.0999
596,0.0,0.1252
597,0.0,0.15
598,0.0,0.1711
599,0.0,0.1854
600,0.0,0.1904
601,0.0,0.1854
602,0.0,0.1711
603,0.0,0.15
604,0.0,0.1252
605,0.0,0.0999
606,0.0,0.0769
607,0.0957,0.0577
608,0.3092,0.0429
609,0.4668,0.0325
610,0.7125,0.0257
611,0.6775,0.022
612,0.6933,0.0208
613,0.72,0.022
614,0.7079,0.0257
615,0.5236,0.0325
616,0.2999,0.0429
617,0.0928,0.0577
618,0.0,0.0769
619,0.0,0.0999
620,0.0,0.1252
621,0.0,0.15
622,0.0,0.1711
623,0.0,0.1854
624,0.0,0.1904
625,0.0,0.1854
626,0.0,0.1711
627,0.0,0.15
628,0.0,0.1252
629,0.0,0.0999
630,0.0,0.0769
631,0.0978,0.0577
632,0.3049,0.0429
633,0.5392,0.0325
634,0.6257,0.0257
635,0.7048,0.022
636,0.7147,0.0208
637,0.6954,0.022
638,0.6755,0.0257
639,0.4976,0.0325
640,0.2896,0.0429
641,0.0947,0.0577
642,0.0,0.0769
643,0.0,0.0999
644,0.0,0.1252
645,0.0,0.15
646,0.0,0.1711
647,0.0,0.1854
648,0.0,0.1904
649,0.0,0.1854
650,0.0,0.1711
651,0.0,0.15
652,0.0,0.1252
653,0.0,0.0999
654,0.0,0.0769
655,0.0898,0.0577
656,0.3243,0.0429
657,0.4821,0.0325
658,0.6218,0.0257
659,0.7162,0.022
660,0.651,0.0208
661,0.667,0.022
662,0.6312,0.0257
663,0.4808,0.0325
664,0.3397,0.0429
665,0.0934,0.0577
666,0.0,0.0769
667,0.0,0.0999
668,0.0,0.1252
669,0.0,0.15
670,0.0,0.1711
671,0.0,0.1854
672,0.0,0.1904
673,0.0,0.1854
674,0.0,0.1711
675,0.0,0.15
676,0.0,0.1252
677,0.0,0.0999
678,0.0,0.0769
679,0.1012,0.0577
680,0.2995,0.0429
681,0.5077,0.0325
682,0.6155,0.0257
683,0.656,0.022
684,0.6862,0.0208
685,0.6755,0.022
686,0.6742,0.0257
687,0.4709,0.0325
688,0.3295,0.0429
689,0.0908,0.0577
690,0.0,0.0769
691,0.0,0.0999
692,0.0,0.1252
693,0.0,0.15
694,0.0,0.1711
695,0.0,0.1854
696,0.0,0.1904
697,0.0,0.1854
698,0.0,0.1711
699,0.0,0.15
700,0.0,0.1252
701,0.0,0.0999
702,0.0,0.0769
703,0.0952,0.0577
704,0.3273,0.0429
705,0.4763,0.0325
706,0.6937,0.0257
707,0.6318,0.022
708,0.6505,0.0208
709,0.6799,0.022
710,0.6627,0.0257
711,0.5374,0.0325
712,0.2924,0.0429
713,0.1007,0.0577
714,0.0,0.0769
715,0.0,0.0999
716,0.0,0.1252
717,0.0,0.15
718,0.0,0.1711
719,0.0,0.1854
720,0.0,0.1904
721,0.0,0.1854
722,0.0,0.1711
723,0.0,0.15
724,0.0,0.1252
725,0.0,0.0999
726,0.0,0.0769
727,0.0963,0.0577
728,0.3329,0.0429
729,0.4823,0.0325
730,0.6278,0.0257
731,0.619,0.022
732,0.7072,0.0208
733,0.6831,0.022
734,0.6159,0.0257
735,0.5048,0.0325
736,0.3292,0.0429
737,0.1007,0.0577
738,0.0,0.0769
739,0.0,0.0999
740,0.0,0.1252
741,0.0,0.15
742,0.0,0.1711
743,0.0,0.1854
744,0.0,0.1904
745,0.0,0.1854
746,0.0,0.1711
747,0.0,0.15
748,0.0,0.1252
749,0.0,0.0999
750,0.0,0.0769
751,0.095,0.0577
752,0.3035,0.0429
753,0.513,0.0325
754,0.6104,0.0257
755,0.6384,0.022
756,0.6869,0.0208
757,0.6536,0.022
758,0.6356,0.0257
759,0.4882,0.0325
760,0.3321,0.0429
761,0.098,0.0577
762,0.0,0.0769
763,0.0,0.0999
764,0.0,0.1252
765,0.0,0.15
766,0.0,0.1711
767,0.0,0.1854
768,0.0,0.1904
769,0.0,0.1854
770,0.0,0.1711
771,0.0,0.15
772,0.0,0.1252
773,0.0,0.0999
774,0.0,0.0769
775,0.1075,0.0577
776,0.3467,0.0429
777,0.5349,0.0325
778,0.7173,0.0257
779,0.6748,0.022
780,0.7214,0.0208
781,0.713,0.022
782,0.629,0.0257
783,0.4876,0.0325
784,0.3163,0.0429
785,0.0957,0.0577
786,0.0,0.0769
787,0.0,0.0999
788,0.0,0.1252
789,0.0,0.15
790,0.0,0.1711
791,0.0,0.1854
792,0.0,0.1904
793,0.0,0.1854
794,0.0,0.1711
795,0.0,0.15
796,0.0,0.1252
797,0.0,0.0999
798,0.0,0.0769
799,0.0958,0.0577
800,0.3218,0.0429
801,0.487,0.0325
802,0.6556,0.0257
803,0.7034,0.022
804,0.7143,0.0208
805,0.6659,0.022
806,0.644,0.0257
807,0.5001,0.0325
808,0.348,0.0429
809,0.1075,0.0577
810,0.0,0.0769
811,0.0,0.0999
812,0.0,0.1252
813,0.0,0.15
814,0.0,0.1711
815,0.0,0.1854
816,0.0,0.1904
817,0.0,0.1854
818,0.0,0.1711
819,0.0,0.15
820,0.0,0.1252
821,0.0,0.0999
822,0.0,0.0769
823,0.1056,0.0577
824,0.3373,0.0429
825,0.5307,0.0325
826,0.6987,0.0257
827,0.6818,0.022
828,0.6804,0.0208
829,0.6264,0.022
830,0.7027,0.0257
831,0.5018,0.0325
832,0.3133,0.0429
833,0.0994,0.0577
834,0.0,0.0769
835,0.0,0.0999
836,0.0,0.1252
837,0.0,0.15
838,0.0,0.1711
839,0.0,0.1854
840,0.0,0.1904
841,0.0,0.1854
842,0.0,0.1711
843,0.0,0.15
844,0.0,0.1252
845,0.0,0.0999
846,0.0,0.0769
847,0.109,0.0577
848,0.3467,0.0429
849,0.5481,0.0325
850,0.6613,0.0257
851,0.6611,0.022
852,0.6207,0.0208
853,0.6467,0.022
854,0.6362,0.0257
855,0.5564,0.0325
856,0.3178,0.0429
857,0.1052,0.0577
858,0.0,0.0769
859,0.0,0.0999
860,0.0,0.1252
861,0.0,0.15
862,0.0,0.1711
863,0.0,0.1854
864,0.0,0.1904
865,0.0,0.1854
866,0.0,0.1711
867,0.0,0.15
868,0.0,0.1252
869,0.0,0.0999
870,0.0,0.0769
871,0.1023,0.0577
872,0.3291,0.0429
873,0.5203,0.0325
874,0.6317,0.0257
875,0.6987,0.022
876,0.7251,0.0208
877,0.7061,0.022
878,0.6529,0.0257
879,0.5206,0.0325
880,0.3191,0.0429
881,0.1062,0.0577
882,0.0,0.0769
883,0.0,0.0999
884,0.0,0.1252
885,0.0,0.15
886,0.0,0.1711
887,0.0,0.1854
888,0.0,0.1904
889,0.0,0.1854
890,0.0,0.1711
891,0.0,0.15
892,0.0,0.1252
893,0.0,0.0999
894,0.0,0.0769
895,0.1049,0.0577
896,0.3317,0.0429
897,0.4829,0.0325
898,0.6136,0.0257
899,0.6782,0.022
900,0.6969,0.0208
901,0.653,0.022
902,0.6127,0.0257
903,0.5311,0.0325
904,0.3186,0.0429
905,0.1148,0.0577
906,0.0,0.0769
907,0.0,0.0999
908,0.0,0.1252
909,0.0,0.15
910,0.0,0.1711
911,0.0,0.1854
912,0.0,0.1904
913,0.0,0.1854
914,0.0,0.1711
915,0.0,0.15
916,0.0,0.1252
917,0.0,0.0999
918,0.0,0.0769
919,0.1153,0.0577
920,0.328,0.0429
921,0.5133,0.0325
922,0.6709,0.0257
923,0.6193,0.022
924,0.6196,0.0208
925,0.6785,0.022
926,0.6902,0.0257
927,0.4935,0.0325
928,0.3307,0.0429
929,0.1124,0.0577
930,0.0,0.0769
931,0.0,0.0999
932,0.0,0.1252
933,0.0,0.15
934,0.0,0.1711
935,0.0,0.1854
936,0.0,0.1904
937,0.0,0.1854
938,0.0,0.1711
939,0.0,0.15
940,0.0,0.1252
941,0.0,0.0999
942,0.0,0.0769
943,0.1192,0.0577
944,0.3079,0.0429
945,0.5369,0.0325
946,0.7139,0.0257
947,0.7239,0.022
948,0.6635,0.0208
949,0.7025,0.022
950,0.6142,0.0257
951,0.4913,0.0325
952,0.3188,0.0429
953,0.1209,0.0577
954,0.0,0.0769
955,0.0,0.0999
956,0.0,0.1252
957,0.0,0.15
958,0.0,0.1711
959,0.0,0.1854
960,0.0,0.1904
961,0.0,0.1854
962,0.0,0.1711
963,0.0,0.15
964,0.0,0.1252
965,0.0,0.0999
966,0.0,0.0769
967,0.1123,0.0577
968,0.3228,0.0429
969,0.4816,0.0325
970,0.6246,0.0257
971,0.6184,0.022
972,0.6544,0.0208
973,0.6798,0.022
974,0.6573,0.0257
975,0.5034,0.0325
976,0.3128,0.0429
977,0.1201,0.0577
978,0.0,0.0769
979,0.0,0.0999
980,0.0,0.1252
981,0.0,0.15
982,0.0,0.1711
983,0.0,0.1854
984,0.0,0.1904
985,0.0,0.1854
986,0.0,0.1711
987,0.0,0.15
988,0.0,0.1252
989,0.0,0.0999
990,0.0,0.0769
991,0.1245,0.0577
992,0.3341,0.0429
993,0.5587,0.0325
994,0.6647,0.0257
995,0.6413,0.022
996,0.6553,0.0208
997,0.6469,0.022
998,0.6377,0.0257
999,0.5034,0.0325
1000,0.3344,0.0429
1001,0.1185,0.0577
1002,0.0,0.0769
1003,0.0,0.0999
1004,0.0,0.1252
1005,0.0,0.15
1006,0.0,0.1711
1007,0.0,0.1854
1008,0.0,0.1904
1009,0.0,0.1854
1010,0.0,0.1711
1011,0.0,0.15
1012,0.0,0.1252
1013,0.0,0.0999
1014,0.0,0.0769
1015,0.1247,0.0577
1016,0.3299,0.0429
1017,0.501,0.0325
1018,0.6375,0.0257
1019,0.7049,0.022
1020,0.6743,0.0208
1021,0.6257,0.022
1022,0.7007,0.0257
1023,0.5592,0.0325
1024,0.3548,0.0429
1025,0.1159,0.0577
1026,0.0,0.0769
1027,0.0,0.0999
1028,0.0,0.1252
1029,0.0,0.15
1030,0.0,0.1711
1031,0.0,0.1854
1032,0.0,0.1904
1033,0.0,0.1854
1034,0.0,0.1711
1035,0.0,0.15
1036,0.0,0.1252
1037,0.0,0.0999
1038,0.0,0.0769
1039,0.1259,0.0577
1040,0.319,0.0429
1041,0.4865,0.0325
1042,0.7067,0.0257
1043,0.6683,0.022
1044,0.6275,0.0208
1045,0.6285,0.022
1046,0.6974,0.0257
1047,0.4957,0.0325
1048,0.3436,0.0429
1049,0.1261,0.0577
1050,0.0,0.0769
1051,0.0,0.0999
1052,0.0,0.1252
1053,0.0,0.15
1054,0.0,0.1711
1055,0.0,0.1854
1056,0.0,0.1904
1057,0.0,0.1854
1058,0.0,0.1711
1059,0.0,0.15
1060,0.0,0.1252
1061,0.0,0.0999
1062,0.0,0.0769
1063,0.1186,0.0577
1064,0.3285,0.0429
1065,0.5613,0.0325
1066,0.703,0.0257
1067,0.6346,0.022
1068,0.6626,0.0208
1069,0.6671,0.022
1070,0.6542,0.0257
1071,0.5157,0.0325
1072,0.3551,0.0429
1073,0.1304,0.0577
1074,0.0,0.0769
1075,0.0,0.0999
1076,0.0,0.1252
1077,0.0,0.15
1078,0.0,0.1711
1079,0.0,0.1854
1080,0.0,0.1904
1081,0.0,0.1854
1082,0.0,0.1711
1083,0.0,0.15
1084,0.0,0.1252
1085,0.0,0.0999
1086,0.0,0.0769
1087,0.1365,0.0577
1088,0.3182,0.0429
1089,0.5624,0.0325
1090,0.6249,0.0257
1091,0.6363,0.022
1092,0.6284,0.0208
1093,0.6673,0.022
1094,0.6159,0.0257
1095,0.5516,0.0325
1096,0.3426,0.0429
1097,0.1249,0.0577
1098,0.0,0.0769
1099,0.0,0.0999
1100,0.0,0.1252
1101,0.0,0.15
1102,0.0,0.1711
1103,0.0,0.1854
1104,0.0,0.1904
1105,0.0,0.1854
1106,0.0,0.1711
1107,0.0,0.15
1108,0.0,0.1252
1109,0.0,0.0999
1110,0.0,0.0769
1111,0.1354,0.0577
1112,0.3254,0.0429
1113,0.5154,0.0325
1114,0.6751,0.0257
1115,0.7008,0.022
1116,0.6197,0.0208
1117,0.6762,0.022
1118,0.7085,0.0257
1119,0.5092,0.0325
1120,0.3295,0.0429
1121,0.1285,0.0577
1122,0.0,0.0769
1123,0.0,0.0999
1124,0.0,0.1252
1125,0.0,0.15
1126,0.0,0.1711
1127,0.0,0.1854
1128,0.0,0.1904
1129,0.0,0.1854
1130,0.0,0.1711
1131,0.0,0.15
1132,0.0,0.1252
1133,0.0,0.0999
1134,0.0,0.0769
1135,0.1269,0.0577
1136,0.3346,0.0429
1137,0.512,0.0325
1138,0.7034,0.0257
1139,0.6457,0.022
1140,0.6717,0.0208
1141,0.6326,0.022
1142,0.6286,0.0257
1143,0.54,0.0325
1144,0.3286,0.0429
1145,0.1334,0.0577
1146,0.0,0.0769
1147,0.0,0.0999
1148,0.0,0.1252
1149,0.0,0.15
1150,0.0,0.1711
1151,0.0,0.1854
1152,0.0,0.1904
1153,0.0,0.1854
1154,0.0,0.1711
1155,0.0,0.15
1156,0.0,0.1252
1157,0.0,0.0999
1158,0.0,0.0769
1159,0.1418,0.0577
1160,0.3191,0.0429
1161,0.498,0.0325
1162,0.6504,0.0257
1163,0.6288,0.022
1164,0.6915,0.0208
1165,0.6636,0.022
1166,0.6881,0.0257
1167,0.5229,0.0325
1168,0.3515,0.0429
1169,0.1244,0.0577
1170,0.0,0.0769
1171,0.0,0.0999
1172,0.0,0.1252
1173,0.0,0.15
1174,0.0,0.1711
1175,0.0,0.1854
1176,0.0,0.1904
1177,0.0,0.1854
1178,0.0,0.1711
1179,0.0,0.15
1180,0.0,0.1252
1181,0.0,0.0999
1182,0.0,0.0769
1183,0.1385,0.0577
1184,0.3268,0.0429
1185,0.515,0.0325
1186,0.6198,0.0257
1187,0.6257,0.022
1188,0.6781,0.0208
1189,0.6797,0.022
1190,0.6638,0.0257
1191,0.5059,0.0325
1192,0.3598,0.0429
1193,0.146,0.0577
1194,0.0,0.0769
1195,0.0,0.0999
1196,0.0,0.1252
1197,0.0,0.15
1198,0.0,0.1711
1199,0.0,0.1854
1200,0.0,0.1904
1201,0.0,0.1854
1202,0.0,0.1711
1203,0.0,0.15
1204,0.0,0.1252
1205,0.0,0.0999
1206,0.0,0.0769
1207,0.131,0.0577
1208,0.3296,0.0429
1209,0.5277,0.0325
1210,0.6189,0.0257
1211,0.6378,0.022
1212,0.6336,0.0208
1213,0.6253,0.022
1214,0.6331,0.0257
1215,0.5515,0.0325
1216,0.3265,0.0429
1217,0.1427,0.0577
1218,0.0,0.0769
1219,0.0,0.0999
1220,0.0,0.1252
1221,0.0,0.15
